# ----------------------------------------
# Landing page: Landing page
# Account: info@urban-warzone.com
# Property: Urban War Zone Paintball - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20251022
# End date: 20260321
Landing page,Session source / medium,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
(not set),(direct) / (none),76,57,4,0,0,0,0
/blog/party/bruises-from-paintball,google / organic,70,62,62,46.02857142857143,0,0,0
/contact,(direct) / (none),69,69,68,2.318840579710145,0,0,0
/,713paintball.com / referral,64,8,0,17.234375,0,0,0
/blog/party/unforgettable-bachelor-party-ideas-houston,google / organic,62,61,61,70.7741935483871,0,0,0
/product/basic-unconfirmed-paintball-reservation,google / organic,60,27,0,30,0,0,0
/Thank-You,google / organic,58,38,0,9.293103448275861,0,0,0
/,yahoo / organic,57,32,30,108.57894736842105,0,0,0
/frequently-asked-questions,google / organic,57,38,7,41.05263157894737,0,0,0
/hours-operation,(direct) / (none),55,54,51,2.7818181818181817,0,0,0
/product/basic-unconfirmed-paintball-reservation,(direct) / (none),55,43,38,12.781818181818181,0,0,0
/cart,(direct) / (none),54,31,18,20.27777777777778,0,0,0
/what-to-expect-playing-paintball,(direct) / (none),52,44,39,3.923076923076923,0,0,0
/blog/party/unforgettable-bachelor-party-ideas-houston,(direct) / (none),49,49,49,0.8571428571428571,0,0,0
/paintball-reservations/gateway,(direct) / (none),48,40,31,16.9375,0,0,0
/blog/party/bruises-from-paintball,(direct) / (none),47,46,46,9.127659574468085,0,0,0
/project/paintball-in-houston,google / organic,47,24,7,10.893617021276595,0,0,0
/project/paintball-in-houston,(direct) / (none),45,37,26,10.622222222222222,0,0,0
/,visithoustontexas.com / referral,44,42,42,61.97727272727273,0,0,0
/blog,(direct) / (none),44,44,44,0.8409090909090909,0,0,0
/hiring-for-paintball-jobs-work,(direct) / (none),44,42,42,4.159090909090909,0,0,0
/pictures,713paintball.com / referral,42,21,1,2.3333333333333335,0,0,0
/my-account,(direct) / (none),41,41,41,2.951219512195122,0,0,0
/product-category/paintball-rental-packages/up-to-5-players,(direct) / (none),41,41,41,0.6585365853658537,0,0,0
/buy-used-paintball-guns-houston,(direct) / (none),40,40,40,1.725,0,0,0
(not set),bing / organic,37,19,0,0.8648648648648649,0,0,0
/blog/party/do-paintballs-stain-clothes,google / organic,37,34,34,18.91891891891892,0,0,0
/corporate-team-building-games,(direct) / (none),36,36,33,4.694444444444445,0,0,0
/waiver,google / organic,36,18,8,24.11111111111111,0,0,0
/map-to-the-field,(direct) / (none),35,33,29,3.1714285714285713,0,0,0
/,ig / social,34,32,32,38.61764705882353,0,0,0
/blog/party/do-paintballs-stain-clothes,(direct) / (none),34,33,30,1.9705882352941178,0,0,0
/co2-refill-price,google / organic,34,32,32,37.705882352941174,0,0,0
/product/dexluxe-package-small,(direct) / (none),34,33,30,20.88235294117647,0,0,0
/product/large-gift-certificate,(direct) / (none),34,34,34,1.7058823529411764,0,0,0
/product-category/paintball-rental-packages,(direct) / (none),33,33,34,1.696969696969697,0,0,0
/product/basic-package-medium,google / organic,33,16,0,36.333333333333336,0,0,0
/terms-conditions,(direct) / (none),33,33,33,1.8484848484848484,0,0,0
/about-us,(direct) / (none),32,32,32,4.25,0,0,0
/blog/business/team-building-for-football,google / organic,32,32,32,55.75,0,0,0
/product/basic-package-small,google / organic,32,13,0,12.4375,0,0,0
/product/deluxe-unconfirmed-paintball-reservation,(direct) / (none),32,32,31,1.5,0,0,0
/product/elite-package-small,(direct) / (none),32,30,28,8.125,0,0,0
/,chatgpt.com / (not set),31,28,28,47.83870967741935,0,0,0
/blog/party,(direct) / (none),31,31,31,0,0,0,0
/product-category/paintball-gift-certificates,(direct) / (none),31,31,31,1.4193548387096775,0,0,0
/product-category/paintball-rental-packages/up-to-40-players,(direct) / (none),31,31,31,1.7419354838709677,0,0,0
/product/elite-unconfirmed-paintball-reservation,(direct) / (none),31,26,23,1.5483870967741935,0,0,0
/product/small-gift-certificate,(direct) / (none),31,31,33,1.2580645161290323,0,0,0
/rental-prices/extra-paintballs,(direct) / (none),31,31,31,0.45161290322580644,0,0,0
/thank-you,(direct) / (none),31,31,32,22.70967741935484,0,0,0
/,m.facebook.com / referral,29,29,29,20.03448275862069,0,0,0
/blog/business/team-building-for-football,(direct) / (none),29,29,29,0.20689655172413793,0,0,0
/rental-prices/large-group-discount,(direct) / (none),29,26,25,2.1379310344827585,0,0,0
/,m.yelp.com / referral,28,26,25,53.42857142857143,0,0,0
/contact-us,(direct) / (none),28,28,28,1.7857142857142858,0,0,0
/low-impact-paintball-for-kids,(direct) / (none),28,28,26,6.392857142857143,0,0,0
/product/deluxe-package-large,(direct) / (none),28,28,28,2,0,0,0
/blog/party/adult-paintball,(direct) / (none),27,27,28,0.3333333333333333,0,0,0
/product-category/paintball-rental-packages/drop-in-reservation,(direct) / (none),27,26,25,1.1851851851851851,0,0,0
/product-category/paintball-rental-packages/up-to-20-players,(direct) / (none),27,27,27,0.6296296296296297,0,0,0
/unlimited-private-play,(direct) / (none),27,26,26,3.7777777777777777,0,0,0
/blog/business/team-bonding-cost,(direct) / (none),26,26,26,0,0,0,0
/paintball-game-types,(direct) / (none),26,26,26,1.3461538461538463,0,0,0
/product/elite-package-large,(direct) / (none),25,25,25,3.16,0,0,0
/what-to-expect-playing-paintball,google / organic,25,19,9,23.32,0,0,0
/co2-refill-price,(direct) / (none),23,20,19,0,0,0,0
/product/basic-package-small,(direct) / (none),23,13,7,0.9565217391304348,0,0,0
/,facebook.com / referral,22,22,22,3.4545454545454546,0,0,0
/blog/news/2024-beryl-status,(direct) / (none),22,22,22,0,0,0,0
/hours-operation,google / organic,22,14,7,37.86363636363637,0,0,0
/product/deluxe-package-medium,google / organic,22,14,0,112.27272727272727,0,0,0
/map-to-the-field,google / organic,21,19,8,49.57142857142857,0,0,0
/product/elite-unconfirmed-paintball-reservation,google / organic,20,9,0,30.95,0,0,0
/,l.instagram.com / referral,18,16,15,29.5,0,0,0
/product/basic-package-medium,(direct) / (none),18,11,6,10.88888888888889,0,0,0
/rental-prices/individual-rental-prices,l.instagram.com / referral,18,15,14,1.9444444444444444,0,0,0
/Thank-You,(direct) / (none),17,13,3,10.764705882352942,0,0,0
/blog/gear/paintball-repair-houston,(direct) / (none),17,17,17,0.11764705882352941,0,0,0
(not set),(not set),16,15,0,13.5625,0,0,0
/compressed-air-refill-price,google / organic,16,11,11,21.0625,0,0,0
/rental-prices/gear-requirements,(direct) / (none),16,14,13,4.4375,0,0,0
/rental-prices/monthly-vip-membership,google / organic,16,5,1,0.0625,0,0,0
/blog/news/2025-new-years-day,(direct) / (none),15,14,13,0.26666666666666666,0,0,0
/contact,google / organic,15,12,4,51.13333333333333,0,0,0
/low-impact-paintball-for-kids,google / organic,15,15,12,66,0,0,0
/rental-prices,bing / organic,15,13,6,154.46666666666667,0,0,0
/blog/news/2023-july-4-introduction,(direct) / (none),14,14,14,0,0,0,0
/blog/news/pump-league-may-2023,(direct) / (none),14,14,14,0,0,0,0
/checkout,google / organic,14,7,0,55.07142857142857,0,0,0
/corporate-team-building-games,google / organic,14,11,4,23.142857142857142,0,0,0
/product/basic-unconfirmed-paintball-reservation,(not set),14,14,0,32.5,0,0,0
/product/deluxe-package-medium,(direct) / (none),14,10,8,30.785714285714285,0,0,0
/product/deluxe-unconfirmed-paintball-reservation,google / organic,14,6,0,46.57142857142857,0,0,0
/rental-prices/get-faster-paintball-marker,(direct) / (none),14,14,14,2.357142857142857,0,0,0
/rental-prices/monthly-vip-membership,(direct) / (none),14,12,10,14.714285714285714,0,0,0
/blog/news/2023-july-4-1917,(direct) / (none),13,13,13,0,0,0,0
/compressed-air-refill-price,(direct) / (none),13,13,13,0,0,0,0
/get-a-free-paintball-grenade,(direct) / (none),13,13,13,2.8461538461538463,0,0,0
/rental-prices/extra-paintballs,713paintball.com / referral,13,1,0,0,0,0,0
/rental-prices/food-pricing,(direct) / (none),13,13,13,0.07692307692307693,0,0,0
/,duckduckgo / organic,12,11,10,62.583333333333336,0,0,0
/checkout,(direct) / (none),12,7,2,1.9166666666666667,0,0,0
/paintball-birthday-party,mommypoppins.com / referral,12,12,12,165.41666666666666,0,0,0
/select-gift-certificate-amount,(direct) / (none),12,11,11,2.1666666666666665,0,0,0
/rental-prices/food-pricing,google / organic,11,3,0,4.2727272727272725,0,0,0
/rental-prices/introduction-to-paintball,(direct) / (none),11,11,11,4.909090909090909,0,0,0
/waiver,evite.com / referral,11,9,8,5.909090909090909,0,0,0
/product/basic-package-small,(not set),9,9,0,38.55555555555556,0,0,0
/product/dexluxe-package-small,google / organic,9,7,0,48.666666666666664,0,0,0
/product/elite-unconfirmed-paintball-reservation,(not set),9,9,0,92.22222222222223,0,0,0
(not set),yahoo / organic,8,6,0,0,0,0,0
/blog/news,(direct) / (none),8,8,8,0,0,0,0
/blog/party/adult-paintball,google / organic,8,8,8,18.5,0,0,0
/product/elite-package-medium,(direct) / (none),8,8,8,26.875,0,0,0
/rental-prices/large-group-discount,google / organic,8,4,0,0.125,0,0,0
/,google / cpc,7,4,4,0,0,0,0
/Thank-You,bing / organic,7,3,0,8.142857142857142,0,0,0
/blog/gear/paintball-repair-houston,google / organic,7,7,7,14.142857142857142,0,0,0
/product/elite-package-small,google / organic,7,5,0,2.5714285714285716,0,0,0
/about-us,google / organic,6,6,4,34.833333333333336,0,0,0
/blog/gear/compressed-air-tank-for-paintball,bing / organic,6,6,6,98.5,0,0,0
/blog/gear/compressed-air-tank-for-paintball,duckduckgo / organic,6,6,6,95.16666666666667,0,0,0
/get-a-free-paintball-grenade,google / organic,6,2,1,2.5,0,0,0
/paintball-birthday-invitations,(direct) / (none),6,6,6,9.5,0,0,0
/paintball-reservations,bing / organic,6,5,3,199.66666666666666,0,0,0
/product/dexluxe-package-small,(not set),6,6,0,103.5,0,0,0
/rental-prices/get-faster-paintball-marker,google / organic,6,5,4,21.333333333333332,0,0,0
/rental-prices/individual-rental-prices,m.yelp.com / referral,6,2,0,18.333333333333332,0,0,0
/unlimited-private-play,google / organic,6,5,1,71.5,0,0,0
/,partiful.com / referral,5,5,5,6.2,0,0,0
/blog/party/do-paintballs-stain-clothes,duckduckgo / organic,5,5,5,21.6,0,0,0
/product/deluxe-unconfirmed-paintball-reservation,(not set),5,5,0,78.6,0,0,0
/product/elite-package-medium,google / organic,5,2,0,22,0,0,0
/product/elite-package-small,(not set),5,5,0,21.8,0,0,0
/rental-prices,usc-word-edit.officeapps.live.com / referral,5,2,1,251.2,0,0,0
(not set),713paintball.com / referral,4,3,0,0,0,0,0
(not set),chatgpt.com / (not set),4,3,0,10,0,0,0
/,chatgpt.com / referral,4,4,3,387.25,0,0,0
/,statics.teams.cdn.office.net / referral,4,4,3,34.75,0,0,0
/,yelp.com / referral,4,4,4,42.25,0,0,0
/birthday.shtml,(direct) / (none),4,4,4,0.75,0,0,0
/blog/gear/compressed-air-tank-for-paintball,chatgpt.com / referral,4,4,4,39.5,0,0,0
/blog/gear/compressed-air-tank-for-paintball,yahoo / organic,4,3,3,76.75,0,0,0
/blog/news/pump-league-june-2023,(direct) / (none),4,4,4,0,0,0,0
/blog/party/do-paintballs-stain-clothes,yahoo / organic,4,3,3,157,0,0,0
/frequently-asked-questions,(not set),4,4,0,47.25,0,0,0
/frequently-asked-questions,evite.com / referral,4,4,4,36.75,0,0,0
/my-account/view-order/42142,(direct) / (none),4,0,0,0,0,0,0
/rental-prices,chatgpt.com / (not set),4,4,4,34,0,0,0
/rental-prices,google / cpc,4,4,4,0.25,0,0,0
/rental-prices,yahoo / organic,4,3,2,500.75,0,0,0
/rental-prices/individual-rental-prices,facebook.com / referral,4,4,4,4.75,0,0,0
/rental-prices/introduction-to-paintball,google / organic,4,1,0,2.5,0,0,0
/rental-prices/medium-group-discount,bing / organic,4,2,0,7.75,0,0,0
/rental-prices/monthly-vip-membership,bing / organic,4,3,3,111.5,0,0,0
/what-to-expect-playing-paintball,partiful.com / referral,4,3,3,76.75,0,0,0
(not set),visithoustontexas.com / referral,3,2,0,0,0,0,0
/,l.facebook.com / referral,3,3,3,17.333333333333332,0,0,0
/,maps.apple.com / referral,3,3,3,39.333333333333336,0,0,0
/blog/gear/paintball-co2-tank,chatgpt.com / (not set),3,3,3,9,0,0,0
/blog/news/2024-spring-break-free-lunch,(direct) / (none),3,3,3,0,0,0,0
/blog/news/2024-spring-break-free-lunch,google / organic,3,2,2,4,0,0,0
/blog/news/2024-spring-break-vibes,(direct) / (none),3,3,3,0,0,0,0
/blog/party/do-paintballs-stain-clothes,bing / organic,3,3,3,6,0,0,0
/cart,bing / organic,3,3,0,399,0,0,0
/cart,statics.teams.cdn.office.net / referral,3,1,0,28,0,0,0
/frequently-asked-questions,713paintball.com / referral,3,2,0,0,0,0,0
/hours-operation,chatgpt.com / (not set),3,3,3,39.666666666666664,0,0,0
/paintball-birthday-invitations,google / organic,3,1,0,39,0,0,0
/paintball-birthday-party,bing / organic,3,3,2,528.3333333333334,0,0,0
/paintball-birthday-party,m.facebook.com / referral,3,3,3,42.666666666666664,0,0,0
/paintball-game-types,google / organic,3,2,0,0.3333333333333333,0,0,0
/product/medium-gift-certificate,(direct) / (none),3,3,3,0,0,0,0
/project/paintball-in-houston,713paintball.com / referral,3,1,0,0,0,0,0
/rental-prices,(not set),3,3,0,33.666666666666664,0,0,0
/rental-prices/extra-paintballs,google / organic,3,3,0,7,0,0,0
/rental-prices/individual-rental-prices,bing / organic,3,3,2,149.33333333333334,0,0,0
/rental-prices/individual-rental-prices,m.facebook.com / referral,3,3,3,0,0,0,0
/rental-prices/individual-rental-prices,statics.teams.cdn.office.net / referral,3,2,2,54,0,0,0
/what-to-expect-playing-paintball,l.instagram.com / referral,3,3,3,55,0,0,0
(not set),mommypoppins.com / referral,2,1,0,0,0,0,0
(not set),statics.teams.cdn.office.net / referral,2,2,0,9.5,0,0,0
(not set),yelp.com / referral,2,1,0,6,0,0,0
/,dealspotr.com / referral,2,1,0,84.5,0,0,0
/,mommypoppins.com / referral,2,1,1,16,0,0,0
/,phmediagroup.lightning.force.com / referral,2,2,2,6.5,0,0,0
/blog/gear/paintball-co2-tank,duckduckgo / organic,2,2,1,75,0,0,0
/blog/news/pump-league-may-2023,google / organic,2,2,2,72.5,0,0,0
/blog/party,google / organic,2,2,2,2,0,0,0
/blog/party/unforgettable-bachelor-party-ideas-houston,chatgpt.com / (not set),2,2,2,38.5,0,0,0
/co2-refill-price,chatgpt.com / (not set),2,2,2,5.5,0,0,0
/hours-operation,yahoo / organic,2,1,0,3.5,0,0,0
/my-account,google / organic,2,2,0,8,0,0,0
/paintball-birthday-party,facebook.com / referral,2,2,2,1.5,0,0,0
/paintball-reservations,usc-word-edit.officeapps.live.com / referral,2,1,0,254,0,0,0
/paintball-reservations/gateway,yahoo / organic,2,2,0,39,0,0,0
/product/basic-package-medium,bing / organic,2,2,0,86.5,0,0,0
/product/deluxe-package-medium,(not set),2,2,0,83.5,0,0,0
/rental-prices/gear-requirements,m.yelp.com / referral,2,1,0,6,0,0,0
/rental-prices/individual-rental-prices,713paintball.com / referral,2,1,0,0,0,0,0
/rental-prices/individual-rental-prices,duckduckgo / organic,2,2,1,10.5,0,0,0
/rental-prices/membership-terms-conditions,(direct) / (none),2,2,2,0,0,0,0
/waiver,713paintball.com / referral,2,2,0,0.5,0,0,0
/waiver,bing / organic,2,2,1,11,0,0,0
/waiver,chatgpt.com / referral,2,1,1,18.5,0,0,0
/waiver,partiful.com / referral,2,2,1,103,0,0,0
/what-to-expect-playing-paintball,bing / organic,2,2,1,15.5,0,0,0
,chatgpt.com / (not set),1,0,0,0,0,0,0
,google / organic,1,0,0,0,0,0,0
(not set),chatgpt.com / referral,1,1,0,0,0,0,0
(not set),copilot.microsoft.com / referral,1,1,0,0,0,0,0
(not set),evite.com / referral,1,1,0,3,0,0,0
(not set),l.instagram.com / referral,1,1,0,0,0,0,0
(not set),m.yelp.com / referral,1,1,0,0,0,0,0
(not set),partiful.com / referral,1,0,0,0,0,0,0
(not set),releaserooms.com / referral,1,1,0,0,0,0,0
(not set),squareinc.lightning.force.com / referral,1,1,0,0,0,0,0
(not set),usc-word-edit.officeapps.live.com / referral,1,0,0,0,0,0,0
/,(not set),1,1,0,0,0,0,0
/,copilot.microsoft.com / referral,1,1,1,250,0,0,0
/,cybo.com / referral,1,1,1,17,0,0,0
/,eavuinsr.online / referral,1,1,1,0,0,0,0
/,ecosia.org / organic,1,1,1,235,0,0,0
/,evite.com / referral,1,0,0,0,0,0,0
/,giftful.com / referral,1,1,1,7,0,0,0
/,houston.businesslistus.com / referral,1,1,1,37,0,0,0
/,just-work.ru / referral,1,1,1,14,0,0,0
/,releaserooms.com / referral,1,1,1,396,0,0,0
/,snapchat / social,1,1,1,158,0,0,0
/,softphone.revenue.io / referral,1,1,1,19,0,0,0
/,squareinc.lightning.force.com / referral,1,1,1,12,0,0,0
/,traderzplanet.co.in / referral,1,1,1,12,0,0,0
/,usc-word-edit.officeapps.live.com / referral,1,1,0,11,0,0,0
/,zfpawq.depcysblog.online / referral,1,1,1,0,0,0,0
/about-us,chatgpt.com / (not set),1,1,1,25,0,0,0
/about-us,duckduckgo / organic,1,1,1,48,0,0,0
/author/admin,(direct) / (none),1,1,1,0,0,0,0
/blog/business,(direct) / (none),1,1,1,0,0,0,0
/blog/business/team-bonding-cost,google / organic,1,1,1,46,0,0,0
/blog/business/team-building-for-football,ecosia.org / organic,1,1,1,19,0,0,0
/blog/business/team-building-for-football,yahoo / organic,1,1,1,96,0,0,0
/blog/gear,(direct) / (none),1,1,1,0,0,0,0
/blog/gear/compressed-air-tank-for-paintball,aol / organic,1,1,1,230,0,0,0
/blog/gear/compressed-air-tank-for-paintball,chatgpt.com / (not set),1,1,1,0,0,0,0
/blog/gear/compressed-air-tank-for-paintball,search.brave.com / referral,1,1,1,35,0,0,0
/blog/gear/paintball-co2-tank,bing / organic,1,1,1,0,0,0,0
/blog/gear/paintball-co2-tank,chatgpt.com / referral,1,1,1,64,0,0,0
/blog/gear/paintball-co2-tank,m.facebook.com / referral,1,1,1,0,0,0,0
/blog/gear/paintball-co2-tank,perplexity / (not set),1,1,1,105,0,0,0
/blog/gear/paintball-co2-tank,yahoo / organic,1,1,1,122,0,0,0
/blog/gear/paintball-co2-tank,yahoo.com / referral,1,1,1,8,0,0,0
/blog/gear/paintball-repair-houston,duck.ai / referral,1,1,1,53,0,0,0
/blog/news/2024-beryl-status,search.brave.com / referral,1,1,1,0,0,0,0
/blog/news/2025-new-years-day,google / organic,1,1,0,66,0,0,0
/blog/party/bruises-from-paintball,bing / organic,1,1,1,47,0,0,0
/blog/party/bruises-from-paintball,yahoo / organic,1,1,1,69,0,0,0
/blog/party/do-paintballs-stain-clothes,perplexity / (not set),1,1,1,99,0,0,0
/buy-used-paintball-guns-houston,google / organic,1,1,0,487,0,0,0
/cart,yahoo / organic,1,1,0,1,0,0,0
/checkout,bing / organic,1,1,0,1329,0,0,0
/co2-refill-price,yahoo / organic,1,1,1,15,0,0,0
/contact,713paintball.com / referral,1,1,0,0,0,0,0
/contact,bing / organic,1,1,0,0,0,0,0
/corporate-team-building-games,bing / organic,1,1,1,48,0,0,0
/frequently-asked-questions,chatgpt.com / (not set),1,1,1,14,0,0,0
/hours-operation,chatgpt.com / referral,1,1,1,31,0,0,0
/low-impact-paintball-for-kids,yahoo / organic,1,1,1,20,0,0,0
/map-to-the-field,duckduckgo / organic,1,0,0,0,0,0,0
/map-to-the-field,usc-word-edit.officeapps.live.com / referral,1,1,0,0,0,0,0
/my-account/view-order/42558,google / organic,1,1,0,10,0,0,0
/online-paintball-reservations,(direct) / (none),1,1,1,0,0,0,0
/paintball-birthday-invitations,ya.ru / referral,1,1,1,8,0,0,0
/paintball-birthday-party,chatgpt.com / (not set),1,1,1,8,0,0,0
/paintball-reservations/gateway,713paintball.com / referral,1,1,0,1,0,0,0
/paintball-reservations/gateway,bing / organic,1,1,0,60,0,0,0
/paintball-reservations/gateway,evite.com / referral,1,1,0,406,0,0,0
/paintball-reservations/gateway,l.instagram.com / referral,1,1,1,6,0,0,0
/paintball-reservations/gateway,usc-word-edit.officeapps.live.com / referral,1,1,0,364,0,0,0
/paintball-reservations/gateway,visithoustontexas.com / referral,1,1,0,74,0,0,0
/pictures,(not set),1,1,0,6,0,0,0
/product/basic-package-large,chatgpt.com / referral,1,0,0,0,0,0,0
/product/basic-package-large,google / organic,1,1,0,0,0,0,0
/product/basic-package-medium,(not set),1,1,0,0,0,0,0
/product/dexluxe-package-small,yahoo / organic,1,0,0,0,0,0,0
/product/elite-package-medium,(not set),1,1,0,187,0,0,0
/product/elite-package-medium,bing / organic,1,1,0,1,0,0,0
/project/paintball-in-houston,statics.teams.cdn.office.net / referral,1,1,1,13,0,0,0
/project/paintball-in-houston,yahoo / organic,1,0,0,0,0,0,0
/rental-prices,l.instagram.com / referral,1,0,0,0,0,0,0
/rental-prices,qiwikoshelek-gid.ru / referral,1,1,1,5,0,0,0
/rental-prices,yahoo.com / referral,1,1,1,7,0,0,0
/rental-prices/extra-paintballs,bing / organic,1,1,1,10,0,0,0
/rental-prices/gear-requirements,chatgpt.com / (not set),1,1,1,0,0,0,0
/rental-prices/gear-requirements,duckduckgo / organic,1,1,1,15,0,0,0
/rental-prices/gear-requirements,google / organic,1,1,1,43,0,0,0
/rental-prices/individual-rental-prices,(not set),1,1,0,145,0,0,0
/rental-prices/individual-rental-prices,chatgpt.com / referral,1,1,0,2,0,0,0
/rental-prices/individual-rental-prices,instagram.com / referral,1,1,1,0,0,0,0
/rental-prices/individual-rental-prices,search.brave.com / referral,1,0,0,0,0,0,0
/rental-prices/individual-rental-prices,visithoustontexas.com / referral,1,0,0,0,0,0,0
/rental-prices/large-group-discount,713paintball.com / referral,1,1,0,13,0,0,0
/rental-prices/large-group-discount,usc-word-edit.officeapps.live.com / referral,1,0,0,0,0,0,0
/rental-prices/medium-group-discount,chatgpt.com / (not set),1,1,0,0,0,0,0
/rental-prices/medium-group-discount,statics.teams.cdn.office.net / referral,1,1,1,370,0,0,0
/rental-prices/membership-terms-conditions,google / organic,1,1,1,0,0,0,0
/rental-prices/monthly-vip-membership,duckduckgo / organic,1,0,0,0,0,0,0
/request-corporate-event-quote,(direct) / (none),1,1,1,1,0,0,0
/terms-conditions,(not set),1,1,0,0,0,0,0
/terms-conditions,google / organic,1,1,0,0,0,0,0
/thank-you,google / organic,1,1,0,43,0,0,0
/waiver,yahoo / organic,1,1,1,3,0,0,0
/what-to-expect-playing-paintball,713paintball.com / referral,1,1,0,0,0,0,0
/what-to-expect-playing-paintball,facebook.com / referral,1,1,1,0,0,0,0
/what-to-expect-playing-paintball,m.facebook.com / referral,1,1,1,0,0,0,0
